MNIST, CrossEntropyLossFlat0
ilk epoch
epoch     train_loss  valid_loss  accuracy  time    
6         0.063296    0.041708    0.986900  00:32                                                                                                       
7         0.044820    0.043428    0.987100  00:32                                                                                                       
8         0.044329    0.031876    0.989200  00:32                                                                                                       
9         0.042873    0.038328    0.989200  00:32                                                                                                        
10        0.030937    0.032900    0.990000  00:32                                                                                                        
11        0.036267    0.029616    0.990800  00:31                                                                                                        
12        0.019803    0.027713    0.991600  00:32                                                                                                        
13        0.023563    0.026888    0.992300  00:31                                                                                                        
14        0.018874    0.026552    0.992100  00:32                                                                                                        
15        0.017774    0.027317    0.992500  00:32                                                                                                        
16        0.010540    0.029288    0.991800  00:31                                                                                                        
17        0.012447    0.028770    0.992500  00:32                                                                                                        
18        0.013260    0.027727    0.992400  00:32                                                                                                        
19        0.012846    0.026564    0.992700  00:32                                                                                                        
ikinci epoch
epoch     train_loss  valid_loss  accuracy  time    
0         0.012142    0.027544    0.992100  00:32                                                                                                       
1         0.012104    0.028179    0.992200  00:32                                                                                                       
2         0.014212    0.027895    0.992100  00:32                                                                                                       
3         0.015323    0.029059    0.992800  00:31                                                                                                       
4         0.023198    0.031892    0.992200  00:34                                                                                                       
5         0.021841    0.032193    0.991900  00:32                                                                                                       
6         0.028365    0.029206    0.992600  00:33                                                                                                       
7         0.023770    0.029601    0.991300  00:33                                                                                                       
8         0.025395    0.029623    0.991500  00:31                                                                                                       
9         0.014671    0.026164    0.991900  00:31                                                                                                        
10        0.022018    0.028676    0.992100  00:31                                                                                                        
11        0.024980    0.029263    0.991900  00:31                                                                                                        
12        0.024258    0.031280    0.990500  00:30                                                                                                        
13        0.022374    0.032353    0.991400  00:30                                                                                                        
14        0.022142    0.032752    0.991500  00:31                                                                                                        
15        0.012934    0.031315    0.990800  00:31                                                                                                        
16        0.010309    0.032401    0.992200  00:32                                                                                                        
17        0.013180    0.030971    0.992500  00:30                                                                                                        
18        0.015518    0.029774    0.992400  00:32                                                                                                        
19        0.009934    0.033254    0.992000  00:31                                                                                                        
20        0.011688    0.029784    0.992100  00:32                                                                                                        
21        0.009274    0.032084    0.992100  00:30                                                                                                        
22        0.007934    0.033715    0.991900  00:31                                                                                                        
23        0.004246    0.034458    0.992000  00:31                                                                                                        
24        0.005132    0.033305    0.992600  00:31                                                                                                        
25        0.005098    0.034850    0.991700  00:31                                                                                                        
26        0.008659    0.034052    0.991900  00:31                                                                                                        
27        0.005838    0.033917    0.992300  00:30                                                                                                        
28        0.005417    0.033028    0.992000  00:32                                                                                                        
29        0.006019    0.034515    0.991700  00:31                                                                                                        
--------------------------

